"activity" "subject" "avg_tBodyAcc_mean" "avg_tBodyAcc_std" "avg_tGravityAcc_mean" "avg_tGravityAcc_std" "avg_tBodyAccJerk_mean" "avg_tBodyAccJerk_std" "avg_tBodyGyro_mean" "avg_tBodyGyro_std" "avg_tBodyGyroJerk_mean" "avg_tBodyGyroJerk_std" "avg_tBodyAccMag_mean" "avg_tBodyAccMag_std" "avg_tGravityAccMag_mean" "avg_tGravityAccMag_std" "avg_tBodyAccJerkMag_mean" "avg_tBodyAccJerkMag_std" "avg_tBodyGyroMag_mean" "avg_tBodyGyroMag_std" "avg_tBodyGyroJerkMag_mean" "avg_tBodyGyroJerkMag_std" "avg_fBodyAcc_mean" "avg_fBodyAcc_std" "avg_fBodyAccJerk_mean" "avg_fBodyAccJerk_std" "avg_fBodyGyro_mean" "avg_fBodyGyro_std" "avg_fBodyAccMag_mean" "avg_fBodyAccMag_std" "avg_fBodyBodyAccJerkMag_mean" "avg_fBodyBodyAccJerkMag_std" "avg_fBodyBodyGyroMag_mean" "avg_fBodyBodyGyroMag_std" "avg_fBodyBodyGyroJerkMag_mean" "avg_fBodyBodyGyroJerkMag_std"
"LAYING" 11 -0.108786578070175 -0.971311176842105 0.112620189964912 -0.984192606315789 0.00277690502070175 -0.982111784210526 0.152019015929825 -0.959897432807018 -0.0666957489649123 -0.986549063333333 -0.980621180175439 -0.972891829473684 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.952523752105263 -0.954713182807018 -0.990641248245614 -0.984476476666667 -0.973576812807018 -0.971668077017544 -0.979564844210526 -0.983302949122807 -0.961434420701754 -0.963183902982456 -0.973994004561404 -0.976037695614035 -0.976940774561403 -0.975126531403509 -0.967093356491228 -0.954849053508772 -0.985978837192982 -0.983569468245614
"LAYING" 12 -0.108160125666667 -0.9483338435 0.2750431984 -0.9596439555 -0.0043714837772 -0.970629308166667 0.14519184795 -0.950157442166667 -0.0678909002816667 -0.969953929666667 -0.9482046755 -0.936542686833333 -0.9482046755 -0.936542686833333 -0.969843834166667 -0.962580915166667 -0.9308405935 -0.935725715833333 -0.971067768833333 -0.962012018333333 -0.954724801666667 -0.948380833666667 -0.967149695166667 -0.972713844666667 -0.9456732415 -0.956424382333333 -0.9438674399 -0.942133255166667 -0.962448418666667 -0.961653004 -0.9454970225 -0.940373827666667 -0.963949607166667 -0.961911612333333
"LAYING" 13 -0.104331864532258 -0.950392995483871 0.598884988709677 -0.959892863709677 -0.00988389709596774 -0.983070657419355 0.117819614790323 -0.967350513709677 -0.0648770419677419 -0.989801549193548 -0.960517768225806 -0.947944746612903 -0.960517768225806 -0.947944746612903 -0.985467853870968 -0.980066243387097 -0.944303111935484 -0.944687480967742 -0.98544626483871 -0.975113305645161 -0.966295582741935 -0.945852135806452 -0.980994601935484 -0.983670049354839 -0.969126880322581 -0.969797214516129 -0.959535493548387 -0.949431319193548 -0.980754385967742 -0.978044349516129 -0.957681621290323 -0.946133432096774 -0.978150814032258 -0.972798632258065
"LAYING" 14 -0.0868333315509804 -0.900331921686275 0.83656291 -0.90130385627451 -0.0323601505045098 -0.972431855490196 0.149124058235294 -0.952296965294118 -0.0566171868039216 -0.979711372941176 -0.905978250196078 -0.856593119215686 -0.905978250196078 -0.856593119215686 -0.972576392941176 -0.966450909019608 -0.904665418431373 -0.913433185882353 -0.975621183137255 -0.964009921960784 -0.927882307058824 -0.894055710980392 -0.968593195686275 -0.97491443 -0.949107162941176 -0.957790479803922 -0.899463668843137 -0.859606047058823 -0.96798859627451 -0.963607433921569 -0.930151731176471 -0.917760104901961 -0.966455343137255 -0.963666018039216
"LAYING" 15 -0.118530240291667 -0.929586835277778 -0.0369192905555556 -0.950710357083333 -0.00443927981861111 -0.978402956527778 0.113451899791667 -0.956537051666667 -0.0624334556236111 -0.980112732777778 -0.955340661527778 -0.943314107916667 -0.955340661527778 -0.943314107916667 -0.979890228194444 -0.973644462777778 -0.944605127222222 -0.924043007638889 -0.983235025416667 -0.973650041666667 -0.95156594625 -0.923923991944444 -0.97477568375 -0.980745097361111 -0.958190099861111 -0.960015831111111 -0.956001034027778 -0.94550856 -0.973681222777778 -0.972530077916667 -0.946812642361111 -0.923682244861111 -0.975727853888889 -0.972645710694444
"LAYING" 16 -0.107310493242857 -0.965490276285714 0.893884468571429 -0.967886002 -0.00154105089764286 -0.987644127 0.0966210349428571 -0.984781484857143 -0.0576790435142857 -0.994465157714286 -0.961834634857143 -0.957895927714286 -0.961834634857143 -0.957895927714286 -0.988349656571429 -0.987891003571429 -0.951777099571429 -0.959020036285714 -0.990839526285714 -0.988212425428571 -0.974580069142857 -0.962524372714286 -0.985544945285714 -0.988348904571429 -0.985957788 -0.985730995857143 -0.968020521285714 -0.958111895857143 -0.987514525142857 -0.98724716 -0.970249638857143 -0.958975084 -0.988695277714286 -0.988058401142857
"LAYING" 17 -0.107006279704225 -0.953476700140845 0.722657502112676 -0.957164565211268 -0.000143542544507042 -0.98281300056338 0.111440490309859 -0.976200771267606 -0.0604927046338028 -0.988221713380282 -0.953021411126761 -0.948257993521127 -0.953021411126761 -0.948257993521127 -0.981607627887324 -0.980126745352113 -0.960733121690141 -0.959325498732394 -0.985542411126761 -0.982038121126761 -0.965406091549296 -0.950116956478873 -0.98038005915493 -0.983854158873239 -0.976164852112676 -0.978357126056338 -0.961046326338028 -0.949042531690141 -0.979687318732394 -0.979657231408451 -0.969014444788732 -0.96002383915493 -0.982765526478873 -0.981983437605634
"LAYING" 18 -0.107698927907692 -0.987658662307692 0.605495317692308 -0.990957249538462 -0.00121344813430769 -0.990660246153846 0.0937781948153846 -0.985108386307692 -0.0593135986615385 -0.992548101846154 -0.986456241538462 -0.986464542615385 -0.986456241538462 -0.986464542615385 -0.98832154 -0.989526277538462 -0.980740846769231 -0.980560877846154 -0.993095122615385 -0.992153054 -0.988606906307692 -0.987224804307692 -0.989116865846154 -0.990744752923077 -0.984999291538462 -0.986483048153846 -0.986788412 -0.987648484461539 -0.988548418307692 -0.989710656769231 -0.984329092153846 -0.981468841692308 -0.991901007538462 -0.992737961692308
"LAYING" 19 -0.10898146186747 -0.984672837228916 0.68762385253012 -0.988819031566265 -0.000988690855325301 -0.988260181084337 0.10860511373494 -0.973197523855422 -0.0599161477951807 -0.986958363975904 -0.96626080686747 -0.963193489036145 -0.96626080686747 -0.963193489036145 -0.98478434 -0.980668287831325 -0.953263432771084 -0.955906646506024 -0.985342497710843 -0.980245510843374 -0.985340447349398 -0.984740998192771 -0.986506488795181 -0.988558703373494 -0.97393233253012 -0.975417523855422 -0.971957401325301 -0.964056773975904 -0.980621564096386 -0.979452188433735 -0.965624724457831 -0.957496024457831 -0.981890470361446 -0.97932784746988
"LAYING" 20 -0.104274322538235 -0.972571998382353 0.477573305 -0.9765185525 -0.00309891846569118 -0.984989224117647 0.123680209926471 -0.972409893529412 -0.0610028293088235 -0.986670534411765 -0.960743126176471 -0.939489444558824 -0.960743126176471 -0.939489444558824 -0.984670073823529 -0.980161687058824 -0.9604473725 -0.962153597941176 -0.986749500882353 -0.981079301617647 -0.976392651323529 -0.971901324705882 -0.982876212058823 -0.985707806323529 -0.972278603529412 -0.974995267058824 -0.952827071323529 -0.9418940855 -0.979695458088235 -0.979565196911765 -0.969832241176471 -0.964205915441177 -0.981119820588235 -0.981986152941177
"LAYING" 21 -0.103253832233333 -0.945653787777778 0.788251027111111 -0.952416332444444 -0.0139053438591111 -0.983977644222222 0.0980906517 -0.981345430888889 -0.0601398663555556 -0.988749495666667 -0.952596583222222 -0.942186431444444 -0.952596583222222 -0.942186431444444 -0.982800330555556 -0.978552618777778 -0.949278890222222 -0.949289148 -0.985915906888889 -0.982246471555556 -0.961772190555556 -0.940919006555556 -0.981630805333333 -0.984925270666667 -0.980811216111111 -0.983270707333333 -0.953769071222222 -0.944449070888889 -0.978444123888889 -0.977604878888889 -0.962349012888889 -0.949736575111111 -0.982993315111111 -0.982305117444444
"LAYING" 22 -0.110800924652778 -0.942945807916667 0.771903907083333 -0.952435389166667 -0.00467438744166667 -0.974527011944444 0.145003879319444 -0.933251870694444 -0.0702723568194445 -0.978636301805555 -0.934993799305556 -0.909407761152778 -0.934993799305556 -0.909407761152778 -0.971169779305556 -0.959849821805556 -0.926616373333333 -0.923911565972222 -0.981716936388889 -0.974201690972222 -0.954219235555556 -0.941163951388889 -0.970918941666667 -0.976833164027778 -0.942570240416667 -0.936965638611111 -0.929818990972222 -0.913267251263889 -0.962654791527778 -0.955635614444444 -0.946055840972222 -0.923552358194444 -0.976638980972222 -0.972789020833333
"LAYING" 23 -0.104256776291667 -0.973223495416667 0.918782825277778 -0.976780462083333 -0.00628235060277778 -0.984663476666667 0.111078594708333 -0.983920132638889 -0.0621991626111111 -0.994908984861111 -0.962959196805556 -0.957871990555555 -0.962959196805556 -0.957871990555555 -0.987010197361111 -0.986685651527778 -0.949418000972222 -0.957227585972222 -0.984557478611111 -0.981314831666667 -0.977515213888889 -0.972261283055556 -0.982415511805556 -0.985502011944444 -0.984238807777778 -0.98531784125 -0.967747053194444 -0.958465695416667 -0.985905703888889 -0.986540200694444 -0.966239347916667 -0.959025538194444 -0.981846854305556 -0.98158514125
"LAYING" 24 -0.107236237236111 -0.973566958888889 0.683839909722222 -0.979239668194444 -0.00589225849902778 -0.983087366805556 0.111730746333333 -0.98170136125 -0.0624116966805556 -0.992381595972222 -0.9718540425 -0.969354834166667 -0.9718540425 -0.969354834166667 -0.985529270555556 -0.983605927361111 -0.953791512638889 -0.957829934722222 -0.982780873888889 -0.978659102222222 -0.976634815694444 -0.973057781805556 -0.981549689583333 -0.983185637916667 -0.981093036111111 -0.983602745694445 -0.973171068055556 -0.971063024027778 -0.983108084305556 -0.98328511625 -0.964001383472222 -0.961369084583333 -0.978596740694444 -0.980096981111111
"LAYING" 25 -0.100428830260274 -0.717262004013699 0.526353818315068 -0.610161166287671 -0.0307179435315068 -0.96783552630137 0.139718671465753 -0.91092799 -0.0596922147205479 -0.974242254520548 -0.56047777609589 -0.649254767945205 -0.56047777609589 -0.649254767945205 -0.962161355890411 -0.961931605342466 -0.809688545342466 -0.856017369726027 -0.969783262465753 -0.96830952260274 -0.816197953561644 -0.694100368012329 -0.962632674520548 -0.971885370136986 -0.924536860547945 -0.915467504246575 -0.774481943616438 -0.651353241643836 -0.96008314739726 -0.963601212876712 -0.910126993561644 -0.850661340684931 -0.96825160890411 -0.970457947534247
"LAYING" 26 -0.105002540289474 -0.984500013157895 0.614523405921053 -0.984081708947368 -0.00614755098663158 -0.989064628947368 0.152436344328947 -0.969302237763158 -0.0711533355789474 -0.993759841842105 -0.976785042368421 -0.964355190394737 -0.976785042368421 -0.964355190394737 -0.989970604210526 -0.989101949473684 -0.951863594736842 -0.965676821973684 -0.99219798 -0.989917354473684 -0.984923123552632 -0.984854487894737 -0.987308252236842 -0.989370490789474 -0.970171219605263 -0.971789046710526 -0.969269114078947 -0.966576631710526 -0.989138184473684 -0.987901463289474 -0.974305179605263 -0.96613921868421 -0.990430914078947 -0.989628012236842
"LAYING" 27 -0.107699732837838 -0.986636996081081 0.84539238027027 -0.989056311351351 -0.000685549292837838 -0.989685146621622 0.118738360783784 -0.97837499972973 -0.0642797849864865 -0.993296720540541 -0.982091652162162 -0.978920176216216 -0.982091652162162 -0.978920176216216 -0.988372773648649 -0.988586771351351 -0.966917594459459 -0.971915732837838 -0.994355043783784 -0.993484313243243 -0.987356589864865 -0.986582387972973 -0.988033129054054 -0.989901169864865 -0.979202019189189 -0.980096438108108 -0.981389017702703 -0.980296339054054 -0.988098902567568 -0.988174859594595 -0.979890667972973 -0.971806236756757 -0.993563778648649 -0.993552299324324
"LAYING" 28 -0.1083448529625 -0.956450342875 0.0157570025 -0.97912466575 0.006009719386425 -0.973071655875 0.09357912315 -0.96237491175 -0.05345019146375 -0.981418916 -0.95811223025 -0.9545740295 -0.95811223025 -0.9545740295 -0.978455341875 -0.973312647875 -0.93710692125 -0.928940913375 -0.978220270625 -0.96977327725 -0.961115672375 -0.956770904875 -0.970251565375 -0.974530843125 -0.961164844875 -0.966312024 -0.961035587625 -0.95756401875 -0.9734362485 -0.972336128625 -0.944218369375 -0.931675004125 -0.971830582375 -0.96931982125
"LAYING" 29 -0.109462068173913 -0.987255149855072 0.590452224057971 -0.98577817826087 0.00241542784130435 -0.993288313333333 0.127411971652174 -0.97499461942029 -0.0674469666086956 -0.995380794637681 -0.986493196666667 -0.981572147681159 -0.986493196666667 -0.981572147681159 -0.992725367826087 -0.994646916811594 -0.971923623043478 -0.977040093043478 -0.997322526811594 -0.997666071594203 -0.989473926666667 -0.986378776086957 -0.992018447826087 -0.993107759855072 -0.976184322608696 -0.976858964492754 -0.986800645362319 -0.981599783623188 -0.993998275797101 -0.994366667681159 -0.98400134173913 -0.976679046231884 -0.997617389275362 -0.99758523057971
"LAYING" 30 -0.1036581505 -0.967044236428571 0.681459210714286 -0.983274524857143 -0.000374189681428571 -0.979517896142857 0.0938472163142857 -0.968889156142857 -0.0595736770285714 -0.980768874571429 -0.969829984285714 -0.960167907285714 -0.969829984285714 -0.960167907285714 -0.97923282 -0.969642290285714 -0.962284921142857 -0.951264441 -0.985086413428571 -0.976177142571429 -0.970321991714286 -0.967188198571429 -0.975632420428571 -0.982281553142857 -0.967577361142857 -0.972199238 -0.962840820428571 -0.964051810714286 -0.969949269571429 -0.968087778 -0.962001199 -0.952644449285714 -0.977821335571429 -0.975481548714286
"SITTING" 1 -0.104544182255319 -0.93958629106383 0.332043702765957 -0.949040933191489 -0.00336779235021277 -0.987910804468085 0.0629313811914894 -0.941425920851064 -0.046702627 -0.987935806382979 -0.948536786170213 -0.927078418723404 -0.948536786170213 -0.927078418723404 -0.987364195531915 -0.984120024042553 -0.93089249 -0.934531840425532 -0.991976341276596 -0.988308728510638 -0.959184889148936 -0.934469558085106 -0.986053092340425 -0.988339184893617 -0.951315544468085 -0.94391784106383 -0.947782922553192 -0.928444801702128 -0.985262126808511 -0.981606177446808 -0.958435589361702 -0.932198374893617 -0.989797547234043 -0.987049617234043
"SITTING" 2 -0.109218272456522 -0.95982817173913 0.19872676876087 -0.954415873043478 0.00760546929869565 -0.98751821173913 0.0412277462173913 -0.959803708695652 -0.04358509665 -0.985542325652174 -0.967893623913043 -0.953081444130435 -0.967893623913043 -0.953081444130435 -0.986774713043478 -0.984475868043478 -0.946035087173913 -0.961313624130435 -0.991081493913043 -0.989594919565217 -0.970162172608696 -0.956862864130435 -0.985129050217391 -0.988570804130435 -0.959814822391304 -0.963522659782609 -0.96127374826087 -0.955575602173913 -0.983874698913043 -0.984124185869565 -0.971840596086956 -0.961385745217391 -0.989861950869565 -0.989632908913043
"SITTING" 3 -0.0983579203269231 -0.875110175384615 0.139020582461538 -0.897736318269231 -0.00423348373557692 -0.974661565961538 0.0940113975530769 -0.926413710384615 -0.0590079966686538 -0.973751670576923 -0.895383350192308 -0.8703017 -0.895383350192308 -0.8703017 -0.969080752884615 -0.966550084230769 -0.919354372307692 -0.925518103807692 -0.977998051923077 -0.976772675961538 -0.917987925384615 -0.864322464038462 -0.970845669423077 -0.9771595725 -0.934967958846154 -0.930633150769231 -0.904185725576923 -0.874626592115385 -0.965888891730769 -0.966568852884615 -0.946664943653846 -0.925449629 -0.977898105576923 -0.976689802692308
"SITTING" 4 -0.10587459588 -0.9322030066 0.11012048108 -0.9509492546 -0.0121499951596 -0.9790387658 0.10115033478 -0.9279722294 -0.0489964351672 -0.9688048316 -0.93569482 -0.9144078448 -0.93569482 -0.9144078448 -0.9701322836 -0.9625491104 -0.9260633138 -0.928898293 -0.9804904618 -0.9758066902 -0.9517837432 -0.9269993168 -0.9751549056 -0.9816994482 -0.9337768922 -0.9328683544 -0.929002095 -0.9198157096 -0.9625007338 -0.9615845194 -0.9487697524 -0.9288505544 -0.9765477634 -0.9762617538
"SITTING" 5 -0.108540300265909 -0.926094740227273 0.143006857611364 -0.945008999545455 0.00338609594827273 -0.973436529545455 0.0823934451590909 -0.940637937045455 -0.0487714733568182 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454545 -0.973848287045455 -0.970392610454546 -0.946064216818182 -0.92184351 -0.969501330681818 -0.97602233 -0.938003425909091 -0.947346476590909 -0.936290604545455 -0.925669291136364 -0.964440302272727 -0.966545323409091 -0.944760322045455 -0.934746865454545 -0.971598370227273 -0.970675403409091
"SITTING" 6 -0.110127728709091 -0.925797097090909 0.0695219657167273 -0.955475832363636 0.00623727782090909 -0.958572952545454 0.0854346006181818 -0.939681350909091 -0.0465504310978182 -0.958787671272727 -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182 -0.935798115272727 -0.925768475636364 -0.954199785636364 -0.961636555090909 -0.934764895454545 -0.947326797818182 -0.935750391272727 -0.939547202909091 -0.948348653636364 -0.947304700363636 -0.929725679272727 -0.929549141636364 -0.952034566 -0.951196693454545
"SITTING" 7 -0.122464597625 -0.8565329414375 0.0649636250354167 -0.868602535416667 0.0162004141964583 -0.972256472708333 0.0259476655145833 -0.937021208541667 -0.0454566269166667 -0.980954665416667 -0.918432107083333 -0.881957619770833 -0.918432107083333 -0.881957619770833 -0.976559676458333 -0.970243274166667 -0.897870535 -0.898063314375 -0.981665122291667 -0.976214430208333 -0.904675337916667 -0.844083052916667 -0.968503504791667 -0.974699194375 -0.9474199325 -0.939826018125 -0.90895677625 -0.88691563825 -0.970954184166667 -0.9684948675 -0.933081955208333 -0.895804978125 -0.978634991458333 -0.97496593875
"SITTING" 8 -0.104461049130435 -0.939553030217391 0.263895185521739 -0.935475331521739 -0.0106808920069565 -0.985285807173913 0.0716048809782609 -0.959623548478261 -0.0445732240217391 -0.985241405434783 -0.952139704347826 -0.929943615630435 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.93268224326087 -0.953001632173913 -0.991807428043478 -0.986756670869565 -0.959436275869565 -0.933889846521739 -0.982995311086956 -0.986185349347826 -0.961798676956522 -0.962632253913044 -0.947981783478261 -0.93172124 -0.980932292391304 -0.97932021173913 -0.965806789347826 -0.953251156521739 -0.987730604130435 -0.986147262608696
"SITTING" 9 -0.07537846886 -0.83200187268 0.085263099144 -0.88585411242 -0.008674672651 -0.9618894376 0.0807919285908 -0.9301768338 -0.052841489994 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.8922013438 -0.818001834824 -0.9575269752 -0.9649413418 -0.940312313 -0.9341874784 -0.8977181972 -0.8691725114 -0.9530504408 -0.9493949814 -0.9344377378 -0.9064712292 -0.9683155878 -0.9659970148
"SITTING" 10 -0.104253238796296 -0.967826981666667 0.20253457287037 -0.966898520555556 -0.00499566427666667 -0.988255803703704 0.0745958869444444 -0.960445962037037 -0.048941191502963 -0.990259813148148 -0.96075719962963 -0.939669591481481 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.944202043703704 -0.963064577592593 -0.993707487592593 -0.991696196481481 -0.97464465462963 -0.966121042592593 -0.986056767777778 -0.98911086 -0.96539546962963 -0.962418559814815 -0.955281010740741 -0.941511952777778 -0.985900801111111 -0.983266741481482 -0.974459732592593 -0.962459956111111 -0.992191529259259 -0.991409100925926
"SITTING" 11 -0.112840218339623 -0.968370181886792 0.188531695981132 -0.971661610754717 0.00833400761716981 -0.983441609622641 0.0761739419056604 -0.95284431245283 -0.0505395462396226 -0.981016044716981 -0.961970763773585 -0.944581826415094 -0.961970763773585 -0.944581826415094 -0.97935563509434 -0.974511726792453 -0.951884472075472 -0.959964488301887 -0.989519031132076 -0.986256664716981 -0.972855110377359 -0.967884390943396 -0.981124861320755 -0.984349606792453 -0.954453821132075 -0.956802766792453 -0.953066009056604 -0.948521986037736 -0.975315331509434 -0.972289134150943 -0.969799951132076 -0.960711241886792 -0.987255972641509 -0.985607229245283
